"Name","Start","End","Duration","Process"
"Elden Ring - All Ancient Dragon Smithing Stones Locations (13 Stones) - YouTube - Google Chrome","2023-01-06T19:09:16.0000000","2023-01-06T19:10:01.0000000","0:00:45","Google Chrome"
"ELDEN RING™","2023-01-06T19:10:01.0000000","2023-01-06T19:10:15.0000000","0:00:14","ELDEN RING™"
"Elden Ring - All Ancient Dragon Smithing Stones Locations (13 Stones) - YouTube - Google Chrome","2023-01-06T19:10:15.0000000","2023-01-06T19:10:57.0000000","0:00:42","Google Chrome"
"Jak IKEA to robi, że zawsze kupujemy tam więcej, niż mieliśmy w planach? - Lekko Stronniczy 1895 - YouTube - Google Chrome","2023-01-06T19:10:57.0000000","2023-01-06T19:11:02.0000000","0:00:05","Google Chrome"
"Elden Ring - All Ancient Dragon Smithing Stones Locations (13 Stones) - YouTube - Google Chrome","2023-01-06T19:11:02.0000000","2023-01-06T19:11:33.0000000","0:00:31","Google Chrome"
"ELDEN RING™","2023-01-06T19:11:33.0000000","2023-01-06T19:31:12.0000000","0:19:39","ELDEN RING™"
"Elden Ring - All Ancient Dragon Smithing Stones Locations (13 Stones) - YouTube - Google Chrome","2023-01-06T19:31:12.0000000","2023-01-06T19:31:23.0000000","0:00:11","Google Chrome"
"ruins of star watchers - YouTube - Google Chrome","2023-01-06T19:31:23.0000000","2023-01-06T19:31:30.0000000","0:00:07","Google Chrome"
"Stargazers' Ruins Puzzle Solution - Full Narrated Guide - Elden Ring [4k HDR] - YouTube - Google Chrome","2023-01-06T19:31:30.0000000","2023-01-06T19:32:07.0000000","0:00:37","Google Chrome"
"ELDEN RING™","2023-01-06T19:32:07.0000000","2023-01-06T19:37:24.0000000","0:05:17","ELDEN RING™"
"Stargazers' Ruins Puzzle Solution - Full Narrated Guide - Elden Ring [4k HDR] - YouTube - Google Chrome","2023-01-06T19:37:24.0000000","2023-01-06T19:37:32.0000000","0:00:08","Google Chrome"
"How to Make ANY Spirit Summon SOLO BOSSES - Mohg's Bleed Great Rune is INCREDILE - Elden Ring! - YouTube - Google Chrome","2023-01-06T19:37:32.0000000","2023-01-06T19:39:49.0000000","0:02:17","Google Chrome"
"Elden Ring - 7 POWERFUL Hidden Talismans You Don't Want to Miss - Best Talisman Location Guide! - YouTube - Google Chrome","2023-01-06T19:39:49.0000000","2023-01-06T19:42:44.0000000","0:02:55","Google Chrome"
"Can you beat Elden Ring as a Dragon Yandere? - YouTube - Google Chrome","2023-01-06T19:42:44.0000000","2023-01-06T19:43:00.0000000","0:00:16","Google Chrome"
"Jak IKEA to robi, że zawsze kupujemy tam więcej, niż mieliśmy w planach? - Lekko Stronniczy 1895 - YouTube - Google Chrome","2023-01-06T19:43:00.0000000","2023-01-06T19:43:07.0000000","0:00:07","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-06T19:43:07.0000000","2023-01-06T19:43:12.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"System operacyjny Microsoft® Windows®","2023-01-07T13:30:58.0000000","2023-01-07T13:31:13.0000000","0:00:15","System operacyjny Microsoft® Windows®"
"GeForce Experience","2023-01-07T13:31:13.0000000","2023-01-07T13:31:18.0000000","0:00:05","NVIDIA GeForce Experience"
"Safer Web","2023-01-07T13:31:18.0000000","2023-01-07T13:31:24.0000000","0:00:06","ReasonLabs Secure Client UI Container"
"Ustawienia","2023-01-07T13:31:24.0000000","2023-01-07T13:31:31.0000000","0:00:07","Application Frame Host"
"Ustawienia","2023-01-07T13:31:31.0000000","2023-01-07T13:32:19.0000000","0:00:48","Ustawienia"
"Wyszukaj","2023-01-07T13:32:19.0000000","2023-01-07T13:32:26.0000000","0:00:07","Microsoft® Windows® Operating System"
"Programy i funkcje","2023-01-07T13:32:26.0000000","2023-01-07T13:32:41.0000000","0:00:15","System operacyjny Microsoft® Windows®"
"MainWindow","2023-01-07T13:32:41.0000000","2023-01-07T13:32:51.0000000","0:00:10","Reason Safer Web"
"MATLAB R2022b - academic use","2023-01-07T13:32:51.0000000","2023-01-07T13:35:10.0000000","0:02:19","MATLAB"
"GeForce Experience","2023-01-07T13:35:10.0000000","2023-01-07T13:35:15.0000000","0:00:05","NVIDIA GeForce Experience"
"dim matlab - Szukaj w Google - Google Chrome","2023-01-07T13:35:15.0000000","2023-01-07T13:35:20.0000000","0:00:05","Google Chrome"
"Array size - MATLAB size - Google Chrome","2023-01-07T13:35:20.0000000","2023-01-07T13:35:36.0000000","0:00:16","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:35:36.0000000","2023-01-07T13:41:41.0000000","0:06:05","MATLAB"
"Array size - MATLAB size - Google Chrome","2023-01-07T13:41:41.0000000","2023-01-07T13:41:46.0000000","0:00:05","Google Chrome"
"Cholesky factorization - MATLAB chol - Google Chrome","2023-01-07T13:41:46.0000000","2023-01-07T13:42:18.0000000","0:00:32","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:42:18.0000000","2023-01-07T13:43:37.0000000","0:01:19","MATLAB"
"mn2.png ‎- Zdjęcia","2023-01-07T13:43:37.0000000","2023-01-07T13:44:00.0000000","0:00:23","Zdjęcia"
"MATLAB R2022b - academic use","2023-01-07T13:44:00.0000000","2023-01-07T13:45:32.0000000","0:01:32","MATLAB"
"Facebook - Google Chrome","2023-01-07T13:45:32.0000000","2023-01-07T13:46:01.0000000","0:00:29","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:46:01.0000000","2023-01-07T13:46:36.0000000","0:00:35","MATLAB"
"cholesky - Szukaj w Google - Google Chrome","2023-01-07T13:46:36.0000000","2023-01-07T13:46:41.0000000","0:00:05","Google Chrome"
"Rozkład Choleskiego – Wikipedia, wolna encyklopedia - Google Chrome","2023-01-07T13:46:41.0000000","2023-01-07T13:47:23.0000000","0:00:42","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:47:23.0000000","2023-01-07T13:49:46.0000000","0:02:23","MATLAB"
"Nowa karta - Google Chrome","2023-01-07T13:49:46.0000000","2023-01-07T13:49:51.0000000","0:00:05","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:49:51.0000000","2023-01-07T13:52:55.0000000","0:03:04","MATLAB"
"Nowa karta - Google Chrome","2023-01-07T13:52:55.0000000","2023-01-07T13:53:02.0000000","0:00:07","Google Chrome"
"insert element in vector - MATLAB Answers - MATLAB Central - Google Chrome","2023-01-07T13:53:02.0000000","2023-01-07T13:53:13.0000000","0:00:11","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T13:53:13.0000000","2023-01-07T13:57:59.0000000","0:04:46","MATLAB"
"MATLAB R2022b - academic use","2023-01-07T14:07:11.0000000","2023-01-07T14:07:17.0000000","0:00:06","MATLAB"
"Nowa karta - Google Chrome","2023-01-07T14:07:17.0000000","2023-01-07T14:07:22.0000000","0:00:05","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:07:22.0000000","2023-01-07T14:09:12.0000000","0:01:50","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:09:12.0000000","2023-01-07T14:09:21.0000000","0:00:09","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:09:21.0000000","2023-01-07T14:11:08.0000000","0:01:47","Google Chrome"
"Zaloguj się do Outlook - Google Chrome","2023-01-07T14:11:08.0000000","2023-01-07T14:11:13.0000000","0:00:05","Google Chrome"
"Poczta — Iwicki Michał (STUD) — Outlook - Google Chrome","2023-01-07T14:11:13.0000000","2023-01-07T14:11:20.0000000","0:00:07","Google Chrome"
"Poczta — Iwicki Michał (STUD) — Outlook - Google Chrome","2023-01-07T14:11:20.0000000","2023-01-07T14:12:13.0000000","0:00:53","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:18:38.0000000","2023-01-07T14:18:50.0000000","0:00:12","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:18:50.0000000","2023-01-07T14:21:13.0000000","0:02:23","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:21:13.0000000","2023-01-07T14:24:33.0000000","0:03:20","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:24:33.0000000","2023-01-07T14:28:08.0000000","0:03:35","MATLAB"
"insert element in vector - MATLAB Answers - MATLAB Central - Google Chrome","2023-01-07T14:28:08.0000000","2023-01-07T14:28:15.0000000","0:00:07","Google Chrome"
"solving cholesky matlab - Szukaj w Google - Google Chrome","2023-01-07T14:28:15.0000000","2023-01-07T14:28:22.0000000","0:00:07","Google Chrome"
"Cholesky factorization - MATLAB chol - Google Chrome","2023-01-07T14:28:22.0000000","2023-01-07T14:28:59.0000000","0:00:37","Google Chrome"
"Cholesky Factorization with MATLAB | Numerical Methods | @MATLABHelper - YouTube - Google Chrome","2023-01-07T14:28:59.0000000","2023-01-07T14:29:26.0000000","0:00:27","Google Chrome"
"Nowa karta - Google Chrome","2023-01-07T14:29:26.0000000","2023-01-07T14:29:32.0000000","0:00:06","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:29:32.0000000","2023-01-07T14:29:41.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:29:41.0000000","2023-01-07T14:30:34.0000000","0:00:53","MATLAB"
"mn2.png ‎- Zdjęcia","2023-01-07T14:30:34.0000000","2023-01-07T14:30:42.0000000","0:00:08","Zdjęcia"
"MATLAB R2022b - academic use","2023-01-07T14:30:42.0000000","2023-01-07T14:34:55.0000000","0:04:13","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:34:55.0000000","2023-01-07T14:37:17.0000000","0:02:22","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:37:17.0000000","2023-01-07T14:39:33.0000000","0:02:16","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:39:33.0000000","2023-01-07T14:40:07.0000000","0:00:34","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:40:07.0000000","2023-01-07T14:41:23.0000000","0:01:16","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T14:41:23.0000000","2023-01-07T14:42:10.0000000","0:00:47","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T14:42:10.0000000","2023-01-07T14:57:43.0000000","0:15:33","MATLAB"
"Poczta — Iwicki Michał (STUD) — Outlook - Google Chrome","2023-01-07T14:57:43.0000000","2023-01-07T14:57:50.0000000","0:00:07","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-07T14:57:50.0000000","2023-01-07T14:57:55.0000000","0:00:05","Google Chrome"
"YouTube - Google Chrome","2023-01-07T14:57:55.0000000","2023-01-07T14:58:33.0000000","0:00:38","Google Chrome"
"Twitch - Google Chrome","2023-01-07T14:58:33.0000000","2023-01-07T14:58:38.0000000","0:00:05","Google Chrome"
"(1) Nervarien - Twitch - Google Chrome","2023-01-07T14:58:38.0000000","2023-01-07T15:05:58.0000000","0:07:20","Google Chrome"
"GeForce Experience","2023-01-07T15:05:58.0000000","2023-01-07T15:06:04.0000000","0:00:06","NVIDIA GeForce Experience"
"System operacyjny Microsoft® Windows®","2023-01-07T15:06:04.0000000","2023-01-07T15:06:17.0000000","0:00:13","System operacyjny Microsoft® Windows®"
"MATLAB R2022b - academic use","2023-01-07T15:06:17.0000000","2023-01-07T15:12:30.0000000","0:06:13","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:12:30.0000000","2023-01-07T15:12:42.0000000","0:00:12","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:12:42.0000000","2023-01-07T15:12:48.0000000","0:00:06","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:12:48.0000000","2023-01-07T15:13:10.0000000","0:00:22","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:13:10.0000000","2023-01-07T15:13:15.0000000","0:00:05","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:13:15.0000000","2023-01-07T15:13:24.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:13:24.0000000","2023-01-07T15:19:12.0000000","0:05:48","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:19:12.0000000","2023-01-07T15:19:21.0000000","0:00:09","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-07T15:19:21.0000000","2023-01-07T15:19:28.0000000","0:00:07","Google Chrome"
"LU decomposition using Cholesky Method with MATLAB code - YouTube - Google Chrome","2023-01-07T15:19:28.0000000","2023-01-07T15:19:52.0000000","0:00:24","Google Chrome"
"cholesky matlab - YouTube - Google Chrome","2023-01-07T15:19:52.0000000","2023-01-07T15:20:01.0000000","0:00:09","Google Chrome"
"(6.6) Cholesky Factorization: MatLab code + download link. - YouTube - Google Chrome","2023-01-07T15:20:01.0000000","2023-01-07T15:20:14.0000000","0:00:13","Google Chrome"
"Rozkład Choleskiego – Wikipedia, wolna encyklopedia - Google Chrome","2023-01-07T15:20:14.0000000","2023-01-07T15:20:20.0000000","0:00:06","Google Chrome"
"cholesky matlab - Szukaj w Google - Google Chrome","2023-01-07T15:20:20.0000000","2023-01-07T15:20:29.0000000","0:00:09","Google Chrome"
"Cholesky factorization - MATLAB chol - Google Chrome","2023-01-07T15:20:29.0000000","2023-01-07T15:21:00.0000000","0:00:31","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:21:00.0000000","2023-01-07T15:22:50.0000000","0:01:50","MATLAB"
"Facebook - Google Chrome","2023-01-07T15:22:50.0000000","2023-01-07T15:23:10.0000000","0:00:20","Google Chrome"
"Wyszukaj","2023-01-07T15:23:10.0000000","2023-01-07T15:23:21.0000000","0:00:11","Microsoft® Windows® Operating System"
"Wycinanie ekranu","2023-01-07T15:23:21.0000000","2023-01-07T15:23:31.0000000","0:00:10","Microsoft® Windows® Operating System"
"Facebook - Google Chrome","2023-01-07T15:23:31.0000000","2023-01-07T15:25:53.0000000","0:02:22","Google Chrome"
"mn2.png ‎- Zdjęcia","2023-01-07T15:25:53.0000000","2023-01-07T15:26:14.0000000","0:00:21","Zdjęcia"
"Facebook - Google Chrome","2023-01-07T15:26:14.0000000","2023-01-07T15:26:32.0000000","0:00:18","Google Chrome"
"YouTube - Google Chrome","2023-01-07T15:26:32.0000000","2023-01-07T15:26:52.0000000","0:00:20","Google Chrome"
"Togashi Just Confirmed The ULTIMATE Nen Users! - YouTube - Google Chrome","2023-01-07T15:26:52.0000000","2023-01-07T15:28:11.0000000","0:01:19","Google Chrome"
"YouTube - Google Chrome","2023-01-07T15:28:11.0000000","2023-01-07T15:28:33.0000000","0:00:22","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:28:33.0000000","2023-01-07T15:32:20.0000000","0:03:47","MATLAB"
"Facebook - Google Chrome","2023-01-07T15:32:20.0000000","2023-01-07T15:32:34.0000000","0:00:14","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-07T15:42:34.0000000","2023-01-07T15:42:41.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"Metody Numeryczne - Google Chrome","2023-01-07T15:42:41.0000000","2023-01-07T15:43:13.0000000","0:00:32","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:43:13.0000000","2023-01-07T15:43:18.0000000","0:00:05","Google Chrome"
"Lista_J.pdf - Google Chrome","2023-01-07T15:43:18.0000000","2023-01-07T15:43:23.0000000","0:00:05","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:43:23.0000000","2023-01-07T15:44:08.0000000","0:00:45","Google Chrome"
"Metody Numeryczne - Google Chrome","2023-01-07T15:44:08.0000000","2023-01-07T15:44:13.0000000","0:00:05","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:44:13.0000000","2023-01-07T15:44:27.0000000","0:00:14","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:44:27.0000000","2023-01-07T15:44:33.0000000","0:00:06","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:44:33.0000000","2023-01-07T15:46:47.0000000","0:02:14","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:46:47.0000000","2023-01-07T15:47:16.0000000","0:00:29","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:47:16.0000000","2023-01-07T15:48:24.0000000","0:01:08","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:48:24.0000000","2023-01-07T15:48:42.0000000","0:00:18","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:48:42.0000000","2023-01-07T15:51:51.0000000","0:03:09","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-07T15:51:51.0000000","2023-01-07T15:51:56.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:51:56.0000000","2023-01-07T15:52:24.0000000","0:00:28","Google Chrome"
"MATLAB R2022b - academic use","2023-01-07T15:52:24.0000000","2023-01-07T15:52:54.0000000","0:00:30","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:52:54.0000000","2023-01-07T15:55:27.0000000","0:02:33","Google Chrome"
"Nowa karta - Google Chrome","2023-01-07T15:55:27.0000000","2023-01-07T15:55:32.0000000","0:00:05","Google Chrome"
"Promień spektralny – Wikipedia, wolna encyklopedia - Google Chrome","2023-01-07T15:55:32.0000000","2023-01-07T15:55:47.0000000","0:00:15","Google Chrome"
"Promień spektralny macierzy - Matematyka.pl - Google Chrome","2023-01-07T15:55:47.0000000","2023-01-07T15:55:55.0000000","0:00:08","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:55:55.0000000","2023-01-07T15:56:41.0000000","0:00:46","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:56:41.0000000","2023-01-07T15:57:52.0000000","0:01:11","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:57:52.0000000","2023-01-07T15:58:32.0000000","0:00:40","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:58:32.0000000","2023-01-07T15:58:52.0000000","0:00:20","Google Chrome"
"Normy_wektorow_i_macierzy.pdf - Google Chrome","2023-01-07T15:58:52.0000000","2023-01-07T15:59:29.0000000","0:00:37","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T15:59:29.0000000","2023-01-07T15:59:36.0000000","0:00:07","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T15:59:36.0000000","2023-01-07T16:00:16.0000000","0:00:40","Google Chrome"
"Normy_wektorow_i_macierzy.pdf - Google Chrome","2023-01-07T16:00:16.0000000","2023-01-07T16:00:22.0000000","0:00:06","Google Chrome"
"Nowa karta - Google Chrome","2023-01-07T16:00:22.0000000","2023-01-07T16:00:28.0000000","0:00:06","Google Chrome"
"Wektory i wartości własne – Wikipedia, wolna encyklopedia - Google Chrome","2023-01-07T16:00:28.0000000","2023-01-07T16:00:38.0000000","0:00:10","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T16:00:38.0000000","2023-01-07T16:01:23.0000000","0:00:45","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T16:01:23.0000000","2023-01-07T16:01:49.0000000","0:00:26","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T16:01:49.0000000","2023-01-07T16:02:22.0000000","0:00:33","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-07T16:02:22.0000000","2023-01-07T16:02:29.0000000","0:00:07","Google Chrome"
"Lista_K.pdf - Google Chrome","2023-01-07T16:02:29.0000000","2023-01-07T16:02:52.0000000","0:00:23","Google Chrome"
